nama,review,bintang
armand am,"Universitas yg sangat tidak ramah untuk para ojol, terutama untuk driver food/paket yg mau nganter ke sini pasti kebanyakan di cancel/blacklist oleh driver ojol, karna harus berjalan kaki cukup jauh..",1
Akub Hh,,1
indra Indra,Anter gosend / food sulitPenerima paket ga kooperatifSudah dihubungiBikin pusing mood hilang seketika,1
shinta dewi,,1
ABL 1,"Punten pak kalo bisa kurir jangan suruh jalan kaki lagi apalagi kirim ke gedung gedung ujung , kitaudah cape dijalan , mohonsaling menghargai !",1
Akbar Sirajuddin Hanif,,1
El,"Pertama masuk ke sini bingung. Kurang rambu-rambu lalu lintas. Khususnya penunjuk jalan. Luas banget kompleknya. Dan parkiran juga luas, baik mobil maupun motor. Hanya saja kurang penunjuk jalan. Untuk gedungnya memang bagus. Terlihat mewah dari luar dan dalam. Memang tercermin banget kalau ini sebuah universitas. Keren.",4
allisha abel,,4
Indri Fitria,"Jajan di pasar minggu stt Telkom, cuanki 5rb, teh poci 5rb, gurita bakar 15rb pada murah tapi rasa gak murahan mantap 👍",5
Gelar Tanaya Risno Okta Pamungkas,,5
NISA SOPIAH I,"Setelah 2 tahun ga ke sini ternyata perubahannya cukup banyak, yg paling berasa itu vibes green campusnya, mulai dr pepohonan yg mulai rindang, banyak hewan2 termasuk merak bahkan, dan ada peternakan lebah. Keren 👍",5
Aspir Udin,,5
Sherly Intan,"Tempatnya bagus, Universitas Unggul di Indenesia dan termasuk memberikan beasiswa mahasiswa Nasional, Lokal maupun International. Universitas yang mempunyai keunikanya semdiri dan mempunya fasilitas lengkap.Selamat KuliahTerimakasihTempatnya bagus, Universitas Unggul di Indenesia dan termasuk memberikan beasiswa mahasiswa Nasional, Lokal maupun International. Universitas yang mempunyai keunikanya semdiri dan mempunya fasilitas lengkap. …Lengkapnya",5
raissa alodya,,5
Manan Nurul Aziz Syaehoni,Ribet Banget Kalo Buat Driver OnlineTidak boleh bawa motor ke dalamSedangkan pesanan harus sampai ke depan Muka customerKita harus jalan kaki dari parkiran sampai ke dalam tang lumayan jauhKalau tidak boleh masuk bawa motor sediakan jalur khusus buat kurir/pengantaran makananAtau sediakan tempat penitipan makanan di halaman parkir biar Customer sendiri tang ambil pesanan nya atau satpam yang anter ke dalamRibet Banget Kalo Buat Driver OnlineTidak boleh bawa motor ke dalamSedangkan pesanan harus sampai ke depan Muka customer …Lengkapnya,1
Arinaldo Edo,,1
Rusli Muhamad,Salah satu kampus terbaik yang mempunyai gedung megah dan sarana yang cukup memadai.,5
Lilis Maryani,,5
Art Pedia,"Fasilitas umum telah diperbarui besar2an sejak awal pandemi, sehingga jika sudah pama tidak ke kampus akqn sangat terasa bedanya",5
Muhammad Desri Murdianto,,5
Aditya azmi hail,"masyaallah makin bagus kampuskuuu, kangen bgt kesini.. udh 10 thun ga kesana lagi, wisuda 2014 😆",5
yosep rohimat,,5
Abdul Malik Sajid,Makin maju dan terus menjadi pencetak sarjana2 muda yg nanti nya akan membangun bangsa dan negara inibke arah yg jauh lebih baik,5
Max Vision,,5
Muhammad Fadly Aliansyah,"Luas,keren kampus yang paling menakjubkan,gedungnyapun sangat banyak,sekuritas parkirnyapun ketat,canggih serba tekonologi modern dengan era telekomunikasi terkini, sesuai dengan nama perusahaannyapun,apalagi jalannya..lingkungannya bersih,nyaman buat ngampus setiap ngampus masuk jan pelajaran maupun istirahat atau pekan ukm kegiatan mahasiswa dikampus ini. Mantul.pokonyaLuas,keren kampus yang paling menakjubkan,gedungnyapun sangat banyak,sekuritas parkirnyapun ketat,canggih serba tekonologi modern dengan era telekomunikasi terkini, sesuai dengan nama perusahaannyapun,apalagi jalannya..lingkungannya …Lengkapnya",5
Zain al _9,,5
Adam Prasetyo (verified),"kampus yg luar biasa, orang orang hebat lahir dari sini, walaupun bukan mahasiswanya saya bangga terhadap kampus ini, lingkungan yang bersih aman dan nyaman sangat mendukung kegiatan perkuliahan disini, semoga kampus ini terus mencetak orang orang yang hebat",4
Kendra Sevira,,4
Azzahra Dhanindya,ATURA  SIH ATURAN MASA DRIVER ONLINE OJOL MASUK HARUS JALAN KAKI TAPI KURIR BAWA MTR JAUH LEMPANG TEH ngotak dikit,1
nama aku,,1
Edi Kurniadi,Dulu ke sini 2017 masih gersang sekarang sudah rimbun dan banyak bangunan.,5
mc magista,,5
wiwin karmilah,Kampus dengan segudang koneksi dapat membangun karier yang relevan👍,5
Mery Yuder,,5
Firda Wasyiah,"Telkom ini aneh, harusnya ada tempat penitipan di depan asrama. Biar yang muda muda ambil paket sendiri. Malah yang tua di suruh jalan kaki jauh.",1
Akun Coint,,1
Joharon Firdi,"Cik atuh euy hilangkan lah aturan ojol harus jalan dan nyimpen motornya jauh dari titik do, kami bukan babu para mahasiswa, udah mah ongkosnya murah ini harus jalan buat nganter makanan/paketnya mikir dong letak kemanusiaanya dimana, ke rakyat kecil ko nindas banget asu",1
Yu Ri,,1
Kiky Andryani,Tempat parkirnya rapi banget satpamnya ok kru angkat barang nya siap kerja kerennnn,2
Rizal Purwosaputro,,2
yugianto ponisah,"Satpam yg jaga untuk masuk area asrama GK pada sopan gk pada punya otak aturan memang aturan tp apa tidak di kasih kelonggaran untuk saya khusus nya antar jemput laundry berat bilang nya bukan urusan kami mau berat atau ringan tinggal jalan aja GK pada pake otak , kadang bilang nya ada atasan"" jdi GK boleh masuk bawa motor sekejam itu kah telyuSatpam yg jaga untuk masuk area asrama GK pada sopan gk pada punya otak aturan memang aturan tp apa tidak di kasih kelonggaran untuk saya khusus nya antar jemput laundry berat bilang nya bukan urusan kami mau berat atau ringan tinggal jalan …Lengkapnya",1
Rochadi Soewardi,,1
Python Sumatra,Susana Kampus yang nyamanPas kebetulan lagi mengerjakan Pengecatan Interior Open Library,5
Lucky Pahlevi,,5
Agus Sugianto,Kampus swasta di Bandung yang sangat luas kawasannya.,5
ses ses,,5
I Wayan Marta Sudhyana,"2'Hari di Radius TUCH,_    Tidak sempat Sholat di Dalam Komplek.                     Selamat Sukses bagi Peserta Seleksi TKD    C.ASN    yg  Rezeki-nya  Lulus 👍🙏",5
Ahmad Dai,,5
Muhammad miftah Indrawan,"Proses pendaftaran tidak transparan, uang pendaftaran harus ditransfer dulu. Sesudah itu mau isi data susah, beberapa hari kemudian diberi kabar gak diterima di jurusan yg dipilih, tapi diarahkan ke jurusan lainnya.",1
Indra Grind,,1
Soneki Ya,"saran sih bikin 1 titik tempat paket, biar kurir maupun ojol ga harus cape jalan kaki bawa2 paket atau makanan, ngabisin waktu + ya kasian aja liat nya apalagi kalo yg bawa paket gede",1
Maryanta Sitompul,,1
Annisa Suryani,Gedungnya banyak..tempatnya asri cuman kurang ruang terbuka hijaunya.. parkirannya luas,5
RISMON SIANIPAR,,5
Yayah Yayah,"Universitas swasta terbaik di Indonesia,ada banyak macam fakultas yang bisa dipilih,ada fakultas ekonomi, fakultas teknologi, fakultas industri kreatif dan masih banyak lagi.untuk lebih jelasnya bisa datang kesini di jalan terusan buah batu Bandung",4
Rio Hendrian,,4
Arvi Faizullah,"Jika CEO nya baca.1. Driver online hrus ad naruh food/paket i depan prkir.2. Ini jalan jauh ke asrama3. Kdang sudah beda pimpinan, beda peraturan.Jika MHASISWA TIDAK BOLEH MESAN ONLINE, mending DI UMUMKAN di MADING.Kasihan DEIVER YANG JALAN JAUH.Jika CEO nya baca.1. Driver online hrus ad naruh food/paket i depan prkir.2. Ini jalan jauh ke asrama …Lengkapnya",1
Suryana,,1
Rizma Ardyan Sihabul Milah,"Universitas Telkom Bandung yang menjadi salah satu universitas swasta terbaik di Indonesia, dengan fasilitas yang lengkap didukung dengan teknologi yang canggih dan tenaga pengajar yang sangat kompeten di bidangnya.",5
Sri Wulansari,,5
Dicky Kusumah,"Semenjak kuliah online, telkom semakin bagus fasilitasnya, banyak taman2 yang diperbaiki, jalanan di dalam kampus mulus tapi jalanan di luarnya masih kurang diperhatikan",5
Muhamad Abib Basnuril,,5
Mohammad Faizul Firdaus,"Ribet kalau mau nganterin barang harus jalan kaki! Kalau deket sih ga masalah! ini udah mah jauh+barangnya berat!! Mikir dong, Setidaknya bisa dititip di satpam kek, ini satpam nya aja Reseh!",1
Eisha Vina75,,1
Sekar Endah Sriwedari,"Pertama kali kesini saat tes cpns, makanya ga sempet foto bagian dalam atau shoot yg bagus. Simply suka sama kampusnya, karena cukup banyak pepohonan jadi kasih kesan sejuk. Terus kalau dilihat dari pelayanan saat tes kemarin, kampus ini pasti didukung fasilitas yg memadai untuk provide tes sebesar itu. Pasti ada sinergi yg baik antara instansi penyelenggara dgn pihak universitasPertama kali kesini saat tes cpns, makanya ga sempet foto bagian dalam atau shoot yg bagus. Simply suka sama kampusnya, karena cukup banyak pepohonan jadi kasih kesan sejuk. Terus kalau dilihat dari pelayanan saat tes kemarin, kampus ini …Lengkapnya",5
Muhtadin Rasyid Ali,,5
Husni M,"Securitynya disana engga ramah ya, terus pada sambil ngerokok tugasnya.Ya saya juga orang kerja soalnya, sebisa mungkin professional. Kalo lagi kerja kurang kurangilah ngerokok.Terus mungkin harus belajar cara ngehadepin orang, meskipun bukan dosen tetep harus bisa ramah tamah. Menegur dengan cara paling tepat.Securitynya disana engga ramah ya, terus pada sambil ngerokok tugasnya.Ya saya juga orang kerja soalnya, sebisa mungkin professional. Kalo lagi kerja …Lengkapnya",3
satria adi,,3
info dunia,"Baru kali ini diusir krn mau solat. Kampusnya sih bagus Green concept, yg tidak bagus staff satpam di gate 4. Sumpah kalau bisa diganti aja dia dipecat, bapak² kacamata umur 40an sgt tidak sopan dan kurang ajar bikin nama telkom jelek.",1
Nabil Sarmada,,1
Sassy Gumpy,"2012 tempat main, masih banyak begal yg tembus ke arah lapang dan bisa tembus ke moh.toha palasari.Pernah ada yg bunuh diri loncat dri tower.",5
Martial Arts SS2,,5
shidiq exo,"Hallow apakah disini ada mahasiswa s2 putshaf email  shafeelaptr@gmail. , mohon maaf ya, sebaiknya di DO aja. Soalnya sukanya ngelont*, yg hobinya pamer dd. Makasih",1
syamsul bahri70,,1
Dyan triyatna Triyatna,"coba perbaiki lagi keamanan di setiap parkiran kampus, sering terjadi pencurian motor dan helm di dalam kampus. evaluasi lah jangan hapus-hapus review buruk di google, harus terima sisi buruk seperti ini dan di perbaiki, takut citra jadi buruk? yg ada makin buruk kalo ga diperbaiki smpe nanti. kampus swasta nomor 1 tapi keamanan tidak di nomor satukan, tidak becus! dikira beli helm pake daun? gmn klo semisal para mahasiswa menabung untuk membeli helm dan hilang begitu saja? ukt mahal keamanan jelek banget. yg mau kuliah disini pikir pikir dulu deh, keamanannya buruk seburuk buruknya.coba perbaiki lagi keamanan di setiap parkiran kampus, sering terjadi pencurian motor dan helm di dalam kampus. evaluasi lah jangan hapus-hapus review buruk di google, harus terima sisi buruk seperti ini dan di perbaiki, takut citra jadi …Lengkapnya",1
Winda Hayu Pratiwi,,1
odjay99 Chanel,"Kampus swasta terbaik no 1 di Indonesia, saya lulusan tahun 2019, banyak ilmu yang didapat dari kampus ini, selain teori juga banyak ilmu prakteknya, fasilitas yang sangat lengkap sehingga dapat menunjang skill apapun. Akreditasi kampus sudah A. kurikulum kampus yang sesuai.",5
Triyoga AP.,,5
Mujaddid Halimurrosyid,"Saya Alhamdulillah menjadi lulusan terbaik di Telkom University, lulus dari telkom langsung bisa buka usaha terbesar di Kota saya yaitu Depok dan bisa menjadi trademark di Kota Saya, silahkan kunjungi @click5studio",5
Ragil Setiawan,,5
Silvia Rahmelia,Harus nya kalo driver ojek online makan /paket . DI PERBOLEHKAN UNTUK BAWA KENDARAAN. KE DEKAT PENGANTARAN KHUSUS NYA  ASRAMA PUTRI. JALAN CUKUP JAUH. HARUS NYA ATURAN ITU UNTUK MAHASISWA SAJA. 👎👎👎👎,1
Anastasia Rahman,,1
adyaby 009,Salah satu Universitas swasta terbaik di indonesia,4
Briliant Marista Zakka Billy,,4
Teguh Wibowo,"Creating the future..Kami siap support kebutuhan alat tulis, alat lukis dan printing..",5
Kukuh Prasetyo,,5
chandra adi,"Pertama kali datang ke Bandung 2012 saya turun dari taksi di depan gedung ini, waktu itu masih di fungsikan sbg rektorat it telkom. Gedung Penuh Kenangan, Lt. 1-4 sudah pernah dikunjungi, cuma ke Lt. 5 yg belum pernah karena memang disitu ruang rektorat dan ga ada urusan kesana. @foto dari belakang gedung",5
PT. Kiat Farma Indonesia,,5
Sulur Prabowo,"Kampus swasta ter the best, banyak kenangan disini 🥹",5
Sunarsa Alrasyid,,5
Eva Yulia,"Terkenal, luas dan nyaman, masjid kurang penerangan",4
Muhammad nabil Faqih,,4
Bianca Nurfahira,"Bagus, Salah satu universitas swasta terbaik di Indonesia.",5
Nuril Hayat,,5
KARA,Gerbang yg mengarah ke Gedung Bangkit yaitu Gedung Rektorat Telkom University. Gate ini dekat dengan lapangan bola Telkom University dan Shortcut menuju Danau Galau atau Situ Tekno. Indah dan asri serta hijau,5
Hilman Pamungkas,,5
Dhanu Dewantara,"kampus dengan integritas yang tinggi, dan menjadi world class university #synergybangoonnegry",5
indah dewi martika,,5
Gianto Sibarani,Bad University... Tolong etikanya diperbaiki.....,1
Yayan Rohmat,,1
Naz23 channel,kampusnya bagus,5
Sophia,,5
Imma Umiarsih,"Good place to learn! Pengalaman selama di Tel-U baik, apalagi sekarang makin bagus fasilitasnya :)",5
Ahmad Paino,,5
Redhi Pradana,"Di stt adem banget, buat yang suka sama IT wajib masuk sini nih!",5
Siti Amelya,,5
Fika Ajeng Sholihah,"Kampus paling belagu, giliran ojol gak boleh pake motor harus jalan kaki padahal jauh ongkos gak seberapa, giliran delivery atau yang kenal lenggang kangkung enak banget",1
Mt Fauzi,,1
DeGe M,Kini tambah asri dan hijau banyak bangunan baru,5
Sidik Abu,,5
EVA INDRIYANI,Wilayah kampusnya sejuk banyak pepohonannya serta ada joglonya untuk bersantai,5
Widia Febriyani,,5
Hyldan Natawiguna,"Sekolah unggulan , adab mahasiswa rendahan",1
aji jatnika,,1
Putu Mayang,Universitas Telkom tempat anak2 kuliahFasilitanya lengkap... suasana belajar nyaman....,5
Temi Koswara,,5
Rifky Nur Hakim,"Satpam kampus gate 4 yg sangat aneh, masa mau solat dimasjidnya gaboleh. Dengan alasan bukan orang telkom, padahal saya ke telkom diundang oleh dosen telkom.Sebelum ke gate 4 ini saya berada di sekitar gate 2, oleh satpam gate 2 disaranin masuk lewat gate 4 aja boleh ko langsung masuk aja. Eh malah ketemu satpam rese di gate 4 ga dibolehin solat. Bad bgt deh attitudenya tu satpam gate 4.Satpam kampus gate 4 yg sangat aneh, masa mau solat dimasjidnya gaboleh. Dengan alasan bukan orang telkom, padahal saya ke telkom diundang oleh dosen telkom.Sebelum ke gate 4 ini saya berada di sekitar gate 2, oleh satpam gate 2 …Lengkapnya",1
Adinda Aisyah,,1
Asep Im,"kalo kurir paket maupun ojol kasian harus jalan jauh apalagi ke gedung a gabisa bawa motor, payah 👎",1
Aldi Rinaldi,,1
suci tour,"Satpamnya udah ramah sekarang ada sedikit perubahan, tukang sapu area parkir kerjanya asal2an, oh iya anak saya masuk lewat jalur normal bayar normal, ga lewat prestasi, beasiswa atau apapun itu, karna kami tidak bermental gratisan, dan pihak kampus untuk beli alat2  tidak lewat jalur gratisan dari supplernya.",1
Ruhelli Resmiati,,1
Ayu,"Kampusnya luas, tapi kurang rambu2 petunjuk arah, jadi bagi orang awam agak bingung..",3
Liestina Nuraini,,3
Ilham Arisyandy,Universitas terkeren di bandung,5
Kang Must,,5
Andi Noor,"Kampus terbaik, semoga senantiasa membanggakan dan membangun negeri",5
Annisa Azrian,,5
Indra Lukman Hamiludin,Inilah tempat anakku berjuang menuntut ilmu,5
aaw_masry archinema,,5
Azimi Arsyad,Tempat kenangan menimba Ilmu 90/92,5
astuti setiyani,,5
Muhammad Rizqul Fauzan,"Katanya kampus terbaik preeet...kampus pencuri. Semua buku IT di librarynya hasil bajakan. Sudah berkali-kali di email penulis tidak direspon sama sekali.Betapa miris lembaga pendidikan tapi tidak menghargai produk intelektual. Sudah tahu menulis buku itu susah, penulis butuh makan. Kampus pencuri, biarlah keringat dan darah penulis menjadi kutuk bagi kampus ini...kampus terkutuk!!!!Katanya kampus terbaik preeet...kampus pencuri. Semua buku IT di librarynya hasil bajakan. Sudah berkali-kali di email penulis tidak direspon sama sekali. …Lengkapnya",1
Clinton Alley,,1
Wulan Sari,Terakhir d sini taun 98 masih gersang. Sekarang 2022 udah rimbun. Cakep.,5
Aulia Harahap,,5
Antonio Abhi,"Kampus Bagus, tapi satpamnya pada belagu.",1
Boni Benyamin,,1
Asre,Sayangnya toilet di asrama nya masih jongkokAda kamar dengan toilet dudukHanya boleh buat mahasiswa asingPadahal sudah  daftar kelas international dengan bayaran  mahal2 77 jutaTapi dianggapnya tetap regulerYg dianggap international hanya orang asingDisitu agak mengecewakan !Kenapa toilet asrama tidak dibuat duduk ? Kok ketinggalan zamanSekolah lain rata2 toiletnya dudukIni sudah tahun 2023Seperti kembali ke tahun 1900 anMohon perhatian dari pihak yayasanSayangnya toilet di asrama nya masih jongkokAda kamar dengan toilet dudukHanya boleh buat mahasiswa asing …Lengkapnya,1
Achmad Chaerul Rizal,,1
Sarah S.,Kampus tercinta yang sudah menjadi universitas,5
Juff,,5
Eka Kircon,Semuanya sih oke cuma Dari jalan utama kurang gede kadang macet dan banjir di bunderan,5
Prabowo Nofieldi,,5
a admin,"terimakasih atas peraturan yg menurut saya bukan solusi yg baik bagi mahasiswa dan ojol atau kurir yg mengantarkan paket atau makanan ke daerah asarama perempuan, saya sendiri sedang sakit TBC tulang (pada bagian sendi) harus berjalan begitu jauh ke gedung asrama perempuan, semoga penyakit yg saya derita saat ini bersampak juga pada pembuat peraturan dan satpamterimakasih atas peraturan yg menurut saya bukan solusi yg baik bagi mahasiswa dan ojol atau kurir yg mengantarkan paket atau makanan ke daerah asarama perempuan, saya sendiri sedang sakit TBC tulang (pada bagian sendi) harus berjalan …Lengkapnya",1
Dedi Suherman,,1
Hikma Fathaby,Dekat dengan pintu tol buah batu.. enak tempatnya. Parkirnya luas,5
Elfatih Hatamtaya Airis,,5
Rain,"kampusnya luas, gedungnya keren-keren, fasilitasnya oke",4
F Prakoso,,4
Akbar Habib,Resepsionis pelayanannya humanis dan solutif (memberikan solusi).Tempat parkir luasLingkungan bersih dan nyaman.,5
Rizky Firmansyah,,5
HANDAYANI OKTAVIA,"Menikmati panasnya terik matahari di siang hari, berlanjut menikmati semilir angin di danau galau",5
Alnour Abobaker,,5
Haryo S,"Ini kampus pembajak ebook. Kampus tapi pencuri hak intelektualitas penulis. Banyak ebook bajakan Indonesia maupun English di perpustakaan digitalnya. Kampus maling! Mana nih menteri pendidikan?...kampus pencuri begini layaknya ditutup, karena mengajari mahasiswanya menjadi maling!",1
Alif Gani,,1
Saijo Nishi,"Telkom univercity, bagus gedung nya, dan suasananya Asri, membuat nyaman, cuma sangat di sayangkan ketika menghadiri Wisuda tahun 2023, tidak di sediakan kursi di tenda2 ,sehingga para pengantar ( nenek, kakek, dll ) duduk 2 di trotoar, yng melihat sangat kecewa,  dan tidak pantas, kasian yng dari luar kota ( Palembang, Lampung, dll) smg untuk kedepan nya ,konsep nya di rubah .sepertTelkom univercity, bagus gedung nya, dan suasananya Asri, membuat nyaman, cuma sangat di sayangkan ketika menghadiri Wisuda tahun 2023, tidak di sediakan kursi di tenda2 ,sehingga para pengantar ( nenek, kakek, dll ) duduk 2 di trotoar, yng …Lengkapnya",1
Muhammad Athallah Arsyaf,,1
Zai,Kampus tai emang masa ojol antar makanan ke asrama harus jalan kaki lebih dari 500 meter,1
roro woelan,,1
Arief Huda,"Universitas ternama dan satu satunya, tapi sayang satpamnya kurang kooperatif, dan DISKRIMINASI terhadap ojol, kami OJOL ga akan masuk universitas atau gedung asrama kalau MAHASISWANYA ga pesen makanan atau rider, udah mah parkir jauh dari gedung, HELPDESK ga mau di titipin, terus FUNGSI satpam sama helpdesk APA?Cuma duduk sambil main HP doang, ada driver masuk bawa motor ke gedung asrama mau nganter pesanan di marahin gitu aja!!!Enak banget kerjaannyaMakan gaji butaKalo driver ga boleh bawa motor sampai titik antar, minimal siapin tempat penitipan, drop zone berarti PENUMPANGNYA turun di situ MAKANAN juga di drop di situ, PAKET PUN SAMAjangan cuma mau enaknya aja wahai satpam universitas telkomUniversitas ternama dan satu satunya, tapi sayang satpamnya kurang kooperatif, dan DISKRIMINASI terhadap ojol, kami OJOL ga akan masuk universitas atau gedung asrama kalau MAHASISWANYA ga pesen makanan atau rider, udah mah parkir jauh dari …Lengkapnya",1
Hmm Hmm,,1
Studio Lezat Cafe area Telkom University,Tempatnya terarah tinggal ditambah suasana lingkungan yang asri,5
Ahmad Alfin,,5
Muhammad Ainul H,tempst luas dan nyaman untuk yang menempuh pendidikan disini 👍,4
andy wicaqsono,,4
Prihandaru Pambudi (Fihan),"Tidak ada droppoin driver antermakananharus jalan kaki keasrama, tolong kami bukan mahasiswa kami kerja apasalahnya driver bisa anter kedepan setiap gedung",1
David Pinondang,,1
Muthia Bianda,"Sangat bagus , ruang terbuka hijau banyak",5
Agung Augustrianto,,5
銳潘宜,"Banyak ragam fasilitas,asrama bagi maba serta gedung gedung penunjang fasilitas yang digunakan untuk mahasiswa",5
Ravi Mahfunda,,5
Opin saipulhayat 79,"Kampus terkeren, terkece bersih banget dan indah banget, tapi luarnya kurang rindang",5
Adam YP,,5
Agung Panjimasjaya,Tempat si bungsu menuntut ilmu..Lokasi bagus dekat pintu Tol..Asri..Fasilitas lengkap..Keren pokoknyaa..Semoga jaya selalu yaa🥰🥰Tempat si bungsu menuntut ilmu..Lokasi bagus dekat pintu Tol..Asri.. …Lengkapnya,5
Hary Haryono,,5
Aryo Handono,Salah satu kampus terbaik dengan fasilitas lengkap,5
Riki Akbar,,5
Ahmad Nu'man Purnomo,Kampus yang bebas dari asap rokok di ruang terbuka .,5
Dinny Rizky Endiany,,5
Gibrandon-X,"akhirnya ngerasain juga ngirim kesini, cape cuy ngabisin waktu jalan kaki jauh",1
Adinda Riztia,,1
Agung D Dalem,Perpustakaan yang nyaman serta ada tempat kopi juga,5
Nurul Amaliya,,5
Syauqi Dahlan,Yow lumayan lah mahal 🤔,5
Fajrin Alfi Syahrin,,5
Anmol Singh,"kalau mau kesini jalan utama di depannya sering macet karena untuk akomodasi orang dari kota ke kabupaten dan sebaliknya. Dekat dengan pom bensin. Jalan depan Telkom nya banyak street food yang buka hingga malam. Kalau hari minggu tidak disarankan untuk mobil lewat jalan depan Telkom pas, karena ada pasar kaget sampai siang yang membuat jalan dipakai jualan. saya kuliah disini.kalau mau kesini jalan utama di depannya sering macet karena untuk akomodasi orang dari kota ke kabupaten dan sebaliknya. Dekat dengan pom bensin. Jalan depan Telkom nya banyak street food yang buka hingga malam. Kalau hari minggu tidak …Lengkapnya",5
PO DY,,5
Nawir Sikki,"Buat acara mubes telco 2022 sangat funny. Mahasiswa stay di kampus sampe jam 2 pagi. Penanggung jawab gainget kalo tugas mahasiswa belajar? Besoknya masih ada kelas pagi. Saya hanya mendengar saja sudah kesal apalagi yang merasakan. Kampus lain seperti b*nus dll gaada hal semacam ini. Mereka mementingkan pendidikan, hal lain diluar pendidikan tetap ada (organisasi dan sebagainya) tetapi fokus utamanya tetap perkuliahan. Mohon untuk di pertimbangkan lagi kegiatan seperti ini kedepannya agar tidak merugikan. & lagi kampus"" lain hanya memperbolehkan mahasiswanya berkegiatan max jam 11 malam saya binggung kenapa telkom memperbolehkan adanya kegiatan hingga jam 2 pagi.Buat acara mubes telco 2022 sangat funny. Mahasiswa stay di kampus sampe jam 2 pagi. Penanggung jawab gainget kalo tugas mahasiswa belajar? Besoknya masih ada kelas pagi. Saya hanya mendengar saja sudah kesal apalagi yang merasakan. Kampus …Lengkapnya",1
Ibrahim Aryon,,1
Rayi Iswara,"Tolong untuk kurir,ojol harusnya bolehin pakai motor keliling kampus, soalnya kita ada target waktu yang harus dikejar. Hargai waktu orang. Kita juga sibuk dan ini kesibukan kita pekerjaan kita jadi kalian jangan so sibuk sendiri susah dihubungi tambah kita harus jalan kaki nyari fakultasnya. Kecuali kalian kasih edukasi ke mahasiswa dan yang pesen"" ojol kedalam kampus untuk ambil sendiri makanan atau barang yang di pesen ke luar parkiran !!!SALING MENGHARGAI LAH kita dibayar bukan untuk nganter paket sambil keliling kampus jalan kaki.Tolong untuk kurir,ojol harusnya bolehin pakai motor keliling kampus, soalnya kita ada target waktu yang harus dikejar. Hargai waktu orang. Kita juga sibuk dan ini kesibukan kita pekerjaan kita jadi kalian jangan so sibuk sendiri susah …Lengkapnya",1
Dondit Tewe,,1
rai fathurahman,"Mahasiswa di sini kebanyakan tidak tau cara menghargai orang lainSaya berbicara seperti ini karna pengalaman yg saya jalani di universitas tersebut . Mereka angkuh"" Bersikap layaknya raja. Dan ga punya hati tentunya. Percuma kalo sarjana tapi perilaku seperti itu. Tapi ga semua , adapun yg baik tapi dalam jumlah kecil.  Perlu di tekan kan kepda mahasiswa untuk menghargai orang lain yg lebih tua , terutama buat anak orang kaya , ga cuma mahasiswa , bahkan satpam pintu masuk mobil pun ga punya attitude sama sekali.Tolong evaluasi lagi kalau ada salah terimakasih, semoga berubah lebih baik dari universitas lainnyaMahasiswa di sini kebanyakan tidak tau cara menghargai orang lainSaya berbicara seperti ini karna pengalaman yg saya jalani di universitas tersebut . Mereka angkuh"" Bersikap layaknya raja. Dan ga punya hati tentunya. Percuma …Lengkapnya",1
Om Cink,,1
Muhammad Emir Yusuf,Universitas unggulan idaman semua mahasiswa,5
zero last,,5
Nuri Abidin,Udaranya sejuk bnyak pohon rindang,5
Elvianna,,5
andy kusumayadi,"Bersih dan asri. Ada green house, herbarium, hidroponik. Jalan2 ke sini sekalian beli tanaman bgaus murah2 dan kompos. Pengelolaan sampahnya oke, sampah dipisah sesuai kategori, ada pengelolaan kompos sendiri. Masjidnya bersih, nyaman banget. Orang2nya ramah dan sigap.",5
HAG Sinaga,,5
Ridwan OSP,"Salah satu universitas terbaik Indonesia, akses jalan bagus, suasana didalam juga tertata rapih pos keamanan bagus rapih dan cukup ketat, suasana pendukung disekitar universitas cukup lengkap untuk memenuhi kebutuhan para mahasiswanya.",5
Aldy Irfan,,5
kemas wiharja,"Kampus sejarah, menghabiskan masa remaja di kampus ini. :)",5
Rio Delta,,5
Dewi Anggraini,"Kampussnya keren vanget, fasilitas lengkap",5
Riki Riyadi,,5
taufiq qurrohman,Bangunannya kurang terawat.,3
Eddy Wibowo,,3
Dedeh,"Kampus yg nyaman, hi-tech. Hanya saja ruas jalan di sekitar kampus selalu padat.",5
Samin Bae,,5
Foday Yarbou,"Saya mewakili ortu mahasiswa Tel-U, menyarankan kepada pimpinan Tel-U yg terhormat untuk mengatur pengenaan kewajiban pembelian jaket/seragam yang terlalu berlebihan dan BOROS, cukup 1 (SATU) jaket almamater saja lalu ditambahi EMBLEM fakultas, jurusan dan prodi dan ukm, tidak usah mewajibkan pembelian jaket utk masing2 divisi. Terimakasih atas perhatiannyaSaya mewakili ortu mahasiswa Tel-U, menyarankan kepada pimpinan Tel-U yg terhormat untuk mengatur pengenaan kewajiban pembelian jaket/seragam yang terlalu berlebihan dan BOROS, cukup 1 (SATU) jaket almamater saja lalu ditambahi EMBLEM …Lengkapnya",4
MUADIB,,4
Rifan Fitrianto,tempat parkirnya luas sangat mudah untuk parkir disini,5
Opar Yusuf,,5
Waldi Febrianda,"Selama 2 tahun pandemi belum berakhir, infrastruktur di tempat kuliah saya 2 bulan yang lalu... semakin maju+modern+rapi+cantik+canggih hingga saya terpesona.. ditambah dengan adanya gedung TULT yang megah dan menjulang tinggi terlihat dari kendaraan yang lalu-lalang melintasi ruas Tol sekitar GT Buahbatu",5
Aditya Alif Nugraha,,5
